,Venue,Venue Latitude,Venue Longitude,Venue Category
2875,Domino's Pizza,19.42226337842101,72.81730238074348,Pizza Place
2876,Domino's Pizza,19.408,72.827,Pizza Place
2877,Shimla Hotel,19.413927,72.875903,Restaurant
2878,Jay Bajrang Dhaba,19.405869713720826,72.88164332873255,Indian Restaurant
2879,Balaji - Pure Veg.,19.399213334082415,72.83940171786413,Vegetarian / Vegan Restaurant
2880,Dreamland Restaurant,19.40290546823321,72.83631888385793,Indian Restaurant
2881,Sai Om Pizza & Chinese Corner,19.403944764615613,72.83523559570312,Pizza Place
2882,Donatos Pizza,19.404698182277862,72.83026047083173,Pizza Place
2883,narayan vadapav,19.423991522833695,72.82604834264065,Burger Joint
2884,Khatiyawad Rajasthani Food,19.44574651123977,72.88286553501443,Diner
2885,Galaxy Restaurant,19.421787726158502,72.82190538405249,Indian Restaurant
2886,Fish market,19.422101677463612,72.81699114302961,Fish & Chips Shop
2887,Haridwar Restaurant,19.38400866007268,72.83070475956731,Diner
2888,Tungareshwar Sweets,19.38333749970366,72.83093555859118,Snack Place
2890,Farm House Sea N Sand,19.38840401725911,72.825459792916,Restaurant
2891,Kraft Bakery,19.382571112430295,72.8294849395752,Bakery
2892,Neelam-E-Punjabi,19.382107739163967,72.82992581124996,Restaurant
2893,manali hotel,19.441808947031106,72.82286900325131,Indian Chinese Restaurant
2894,"Smokin' Joe's, Vasai",19.38876490271961,72.82497882843018,Pizza Place
2895,3 Seasons,19.442553777671364,72.80976375619976,Restaurant
2896,Domino's Pizza,19.457100263086925,72.80425319848557,Pizza Place
2897,McDonald's,19.474018071586887,72.8048423487713,Fast Food Restaurant
2898,KFC,19.457689865120898,72.80443130853753,Fast Food Restaurant
2899,Agashi Bhujing Centre,19.462137108844725,72.77359778909977,Indian Restaurant
2900,Domino's Pizza,19.446791,72.818789,Pizza Place
2901,Zeal,19.433917740895478,72.77876293074608,Seafood Restaurant
2902,3 Seasons,19.44658241442484,72.80973575872663,Indian Restaurant
2903,MacDonalds,19.465485377815224,72.80574645238812,Fast Food Restaurant
2904,Chicago Crust,19.464336117225873,72.80532130712055,Pizza Place
2905,Star Planet Resturant,19.462712,72.804238,Indian Restaurant
2906,Dokra Dev Prasanna Soda Pub,19.459745321494207,72.79903595983109,Snack Place
2907,Chopstick,19.45977888392038,72.80310539559277,American Restaurant
2908,China King,19.459479651291048,72.80171467007094,Fast Food Restaurant
2909,Sandwizzaa,19.457683500584007,72.80379209948102,Sandwich Place
2910,kimlin chinese,19.457702154087567,72.80457113097835,Chinese Restaurant
2911,Ribbons & Balloons,19.457109713957934,72.8037863288681,Bakery
2912,shankar vilas hindu hotel,19.466753868287412,72.81581695679844,Breakfast Spot
2913,Vegetable Factory Restuarant (Virar W) Maharashtra,19.454999583801104,72.80322657877142,Asian Restaurant
2914,Hotel Banjara,19.453916974539485,72.80394494533539,Restaurant
2915,Paresh Wada-Paav Centre,19.45411112206634,72.80951648065295,Burger Joint
2916,bhurji pav center,19.454079,72.809509,Fast Food Restaurant
2917,S. K. Dairy,19.453265826044575,72.80899713706461,Bakery
2918,Monginis Cake Shop,19.4532439386419,72.80989733191859,Bakery
2919,Sandwizza,19.44956365717563,72.8002200641552,Fast Food Restaurant
2920,Sabkuch Pan house,19.447221192588867,72.80095441249739,Salad Place
2921,The Lemonyellow,19.44655822257853,72.80028931250662,Chinese Restaurant
2922,CCD,19.445733249574758,72.80230327685466,Café
2923,Wood Stick,19.44430839132046,72.79533800621189,Thai Restaurant
2924,M. M Restaurant and Bar,19.44441894630159,72.79453490030998,Indian Restaurant
2925,Zeal 3 Seasons,19.442522121115715,72.80966513910482,Asian Restaurant
2926,sai shankar,19.446741537527245,72.81893325011228,Restaurant
2927,Davids Restaurant,19.440411281795857,72.78330557054583,Fast Food Restaurant
2928,om sai vadapav centre,19.44299066174528,72.82312289031213,Breakfast Spot
2929,Frankie corner,19.44272832361787,72.82312289031213,Food Court
2931,ashrya hotel,19.441888395959122,72.82541210202561,Indian Restaurant
2932,ashrya food corner,19.441921564195763,72.8254713331203,Food Court
2933,Amit Burji Pav,19.482977610487,72.83911724283902,Food Truck
3135,Gopalas,19.13101751349966,72.9267761512571,Asian Restaurant
3145,Bageecha,19.144922047975644,72.93771361619498,Indian Restaurant
3146,Cafe Maaz,19.161638998110803,72.93751009036619,Café
3150,Vishwa Bharti,19.172547973497288,72.95599200708861,Indian Restaurant
3151,Moksha,19.120012364966584,72.92719419244845,Indian Restaurant
3159,cafe coffee day,19.129004314047755,72.9257566808547,Café
3164,R Steam Hot,19.17568793584445,72.95247687986293,Fast Food Restaurant
3165,Tarkeshwar Snacks & Juice Center,19.17222805054873,72.95067309436331,Snack Place
3166,Shiv Sagar,19.178752089941806,72.94880775271967,Indian Restaurant
3170,The Good Vibes Café,19.16021785746494,72.94677220389433,Restaurant
3172,Manju Sandwich,19.17669822039207,72.9456260465897,Snack Place
3178,Royal Treat Sip n Dine,19.1716141136215,72.94283560396211,Diner
3179,Domino's Pizza,19.142,72.932,Pizza Place
3181,Mamagoto,19.09962842073217,72.91681792628613,Asian Restaurant
3182,cafe coffee day,19.11127183573141,72.92535781860352,Café
3183,Moshe's,19.099936659517958,72.91637542594962,Mediterranean Restaurant
3184,Pauz,19.10182773887035,72.92162688275731,Café
3185,Poptates,19.10632026402427,72.91703514086414,Gastropub
3186,Punjab Grill,19.0996443996279,72.91685726161191,Punjabi Restaurant
3187,Rainforest,19.09954176806568,72.91614826961302,Restaurant
3188,Cafe coffee Day,19.14132689561803,72.9319005658617,Café
3189,Banana Leaf,19.14204565452948,72.93159488511559,Indian Restaurant
3190,Gopala's Next,19.15616401281778,72.93761648599751,Restaurant
3194,Shera Food Court,19.158238562370272,72.93787202784837,Indian Restaurant
3195,Mc Cafe,19.099711258881687,72.91668526404682,Café
3196,Malwan Samudra,19.111309341393703,72.92667240053105,Seafood Restaurant
3197,Bawarchi,19.169124882505063,72.95911059695204,Indian Restaurant
3198,Amantran,19.166297646415053,72.94962072691459,Indian Restaurant
3199,Bansuri,19.171885050355733,72.95883038940019,Asian Restaurant
3200,Thank God It's Friday,19.099701446920285,72.91651090643886,American Restaurant
3201,Cafe Coffee Day,19.171342375858767,72.954646725744,Café
3202,McDonald's,19.17308364629744,72.95693614733919,Fast Food Restaurant
3203,McDonald's,19.100032523193008,72.91643988675929,Fast Food Restaurant
3204,"KFC, Neptune Magnet Mall, Bhandup (W)",19.141527629757903,72.93145646351674,Fried Chicken Joint
3205,Cafe Coffee Day,19.118215172065906,72.89592249292104,Café
3206,Maroosh,19.180829294658267,72.94635787333246,Fast Food Restaurant
3207,Café Coffee Day,19.167079739384622,72.93721242715917,Café
3208,Mainland China,19.09959159878373,72.91684914828984,Chinese Restaurant
3209,Domino's Pizza,19.153637948454936,72.95602503613176,Pizza Place
3210,Cafe Coffee Day,19.168093698278472,72.96102494838202,Café
3211,Pizza Hut,19.166777423003285,72.93739640806349,Pizza Place
3212,McDonald's,19.168481976562425,72.95222457092889,Fast Food Restaurant
3213,Kirti Mahal,19.175562475011688,72.95257789948663,Indian Restaurant
3214,Cream Centre,19.14193289881802,72.93244848319915,Vegetarian / Vegan Restaurant
3215,McDonald's,19.16570631177676,72.93781555355942,Fast Food Restaurant
3216,McDonald's,19.180796373079385,72.93840051455979,Fast Food Restaurant
3217,Thambi Veg Restaurant,19.16510372578249,72.93794333673168,Indian Restaurant
3218,Domino's Pizza,19.168690287612215,72.9394174352515,Pizza Place
3219,Campus Hotel,19.168093,72.961006,Indian Restaurant
3220,Domino's Pizza,19.16942823984859,72.95881498378063,Pizza Place
3221,Kampa,19.16804207560549,72.96131222122474,Chinese Restaurant
3222,Woodlands Retreat,19.17568982936483,72.9436487908259,Indian Restaurant
3223,Hotel Aditya,19.15786638864855,72.93793912209871,Indian Restaurant
3225,Achija Fast Food Hotel,19.17150161805354,72.95030059823549,Fast Food Restaurant
3226,Hotel Sea Land Bar & Restaurant,19.123852811726035,72.8925625874654,Restaurant
3227,Thambi Hotel,19.114684548389977,72.89339691328838,Indian Restaurant
3228,China Garden,19.181304280513913,72.94073901420114,Chinese Restaurant
3229,Amrut,19.135201853651864,72.90036724821294,Indian Restaurant
3230,Kiran Sandwich,19.165720729677602,72.9454251042654,Sandwich Place
3231,Ribbons And Balloons,19.16931544484976,72.93589168226532,Bakery
3232,Cafe Ambrosia,19.135795286954828,72.89850176698741,Restaurant
3233,City Life Restaurant,19.1235598943585,72.89236645821092,Chinese Restaurant
3264,Achija,19.079952090683097,72.90612931649017,Vegetarian / Vegan Restaurant
3270,Bougan Villa,19.08545315259107,72.90888332212081,Restaurant
3274,Mani's Lunch Home's Satvika,19.075220371653113,72.90472805685177,Indian Restaurant
3280,Gurukrupa,19.079800421290358,72.90605520985078,Indian Restaurant
3281,Sai Swad Dosa,19.080421342849117,72.90429817279468,Fast Food Restaurant
3296,The Royal Orchid,19.061738948824093,72.90159578992274,Asian Restaurant
3310,Tambi (Veg Restaurant),19.094242612077036,72.91331082752238,Vegetarian / Vegan Restaurant
3320,Geeta Bhavan,19.060667891068547,72.900487528278,Indian Restaurant
3322,Udipi Hotel,19.080081317818177,72.90410260214107,Fast Food Restaurant
3323,New Achija,19.0745252772314,72.90522350984352,Restaurant
3324,Popular Hotel,19.082174504398186,72.90973760735564,Indian Restaurant
3325,Saroj Veg Restaurant,19.06242549372872,72.89969264247486,Vegetarian / Vegan Restaurant
3327,Mad Over Donuts,19.086636790332673,72.88987597130591,Donut Shop
3328,Little Italy,19.069009732519675,72.90052139042739,Italian Restaurant
3329,GD's Chinese Corner,19.071278419010948,72.89715322489639,Chinese Restaurant
3332,Rainforest Resto-Bar,19.086480292846826,72.88910186429254,Restaurant
3333,Le Café,19.061790989789696,72.89947914536658,Café
3367,Chembur Post Office Wada Pav,19.05692,72.897953,Snack Place
3394,Lamba Da Dhaba,19.05260228697018,72.89939139105024,Punjabi Restaurant
3399,The Golden Wok,19.049958799924916,72.91016082789486,Chinese Restaurant
3404,Cream Centre,19.085395272031707,72.88767084538895,Indian Restaurant
3418,Odeon,19.07907284233626,72.90938872764244,Snack Place
3484,Vijay Punjab,19.045435038184205,72.91563656751569,Food
3492,Jhama,19.0511614249419,72.90435223529038,Asian Restaurant
3493,Sunny Restaurant Chembur,19.063960447933926,72.89627502885678,Indian Restaurant
3494,Sadguru Veg. Diet,19.06114495747239,72.89965197574098,Restaurant
3504,Sadguru,19.06156383527076,72.89954945666766,Vegetarian / Vegan Restaurant
3512,Ranjit Daa Dhabha,19.045217374343117,72.8947621680817,Indian Restaurant
3516,Mehman Nawazi,19.049595364231013,72.87684289790872,Indian Restaurant
3524,Vaishali Garden,19.06180017043726,72.90117695384774,Seafood Restaurant
3526,Wok Hei,19.052550176632757,72.89967331163851,Chinese Restaurant
3527,Hotel Pooja,19.081208576634513,72.90432592965671,Vegetarian / Vegan Restaurant
3620,L&T Canteen LR2,19.129448970421016,72.89619094982005,Food Court
3621,Cafe Lounge,19.11369850757806,72.89775418603544,Café
3622,Xpress fast food,19.111882991546544,72.8982675713562,Snack Place
3623,Jeskal Cafe,19.11418864971833,72.89706197937181,Café
3624,Brijwasi Sweets,19.11162774744678,72.89765035516304,Snack Place
3625,Chipsy Chopsy,19.110978576919596,72.8976032466888,Indian Chinese Restaurant
3626,Mandap,19.17154075109354,72.95642295688712,Restaurant
3627,Hari Om,19.170606737060535,72.96050064495557,Asian Restaurant
3628,Hotel Hoysala,15.458570194694792,75.00713344171727,Breakfast Spot
3629,L E A Canteen,15.462030287114601,75.00756707512164,Breakfast Spot
3630,Mishra Pedha,15.455302623603037,75.00689950742218,Fast Food Restaurant
3631,Karnatak Bhavan,15.456542542599777,75.00686527310658,Indian Restaurant
3632,Babusingh's Thakur Pedha,15.456414222717285,75.01164245605469,Snack Place
3633,Mythri Palace,15.443590731120551,75.01453928342991,Indian Restaurant
3636,Urban Tadka,19.183813963288003,72.95091612210126,Indian Restaurant
3645,"poptates,mulund",19.184165382053404,72.95157289172151,Italian Restaurant
3651,Shree Gokhale Upahaar Gruh,19.187973898163705,72.96968120490052,Maharashtrian Restaurant
3653,Mad Over Donuts,19.19336808897767,72.96765457117594,Donut Shop
3655,Moni's Restaurant,19.187929912286414,72.96742949484266,Indian Restaurant
3660,Utsav Restaurant,19.19468819151824,72.96668295875209,Indian Restaurant
3663,Fusion Dhaba,19.194130234193764,72.95266158585686,Indian Restaurant
3664,The Shelter,19.187658832800647,72.96652117376418,Indian Restaurant
3666,Cucina,19.193064759989095,72.9624724234642,Italian Restaurant
3671,Pizza Hut,19.176240201829895,72.95840101681532,Pizza Place
3673,Samudra,19.196901492930653,72.96214701007177,Restaurant
3674,The Appetite Momos,19.186971053854368,72.9745071405783,Dumpling Restaurant
3677,Mantra Restaurant & Bar,19.195777839462636,72.96207366479275,Chinese Restaurant
3678,Shri New Gajanan Vada Pav Centre,19.189899424204945,72.96952430972787,Burger Joint
3684,Rajmata वड़ा पाव,19.18929204492714,72.97233923879485,Snack Place
3685,Delhi Darbar,19.19496002248267,72.96224175073706,Indian Restaurant
3692,McDonald's,19.18387784235598,72.95166621880246,Fast Food Restaurant
3693,Malvan,19.193171902612935,72.96766250037172,Seafood Restaurant
3696,Cantonese Chinese,19.18704210823509,72.97445154314846,Chinese Restaurant
3697,Durga Vada Pav,19.187269470573984,72.97076120249127,Snack Place
3704,Subway,19.18380374941282,72.95149484387683,Sandwich Place
3705,Pizza Hut,19.1838352339889,72.95152319303834,Pizza Place
3711,Cheftoon,19.1365791722616,72.9362781018351,Chinese Restaurant
3712,Shree Ganesh Snacks,19.173668404425847,72.9564748595451,Breakfast Spot
3714,Hotel Shilpa,19.184160325526467,72.95409885955738,Vegetarian / Vegan Restaurant
3715,Shubham (Quick Chef),19.174765618595284,72.95808383630556,Restaurant
3716,McDonald's,19.187887261556696,72.97494712578161,Fast Food Restaurant
3717,Mini Punjab,19.123706797948532,72.90953457812515,Indian Restaurant
3718,Pandit's ZunkaBhakarKendra,19.13176303612935,72.92736790044303,Snack Place
3719,Food Court Rmall,19.18381742056378,72.95162191188659,Food Court
3720,Tibbs Frankie,19.129013554994717,72.92588492747102,Fast Food Restaurant
3721,Meeting Point,19.128174332377935,72.9272230308152,Food Truck
3722,Mamledar Misal Pav,19.128262,72.926445,Restaurant
3723,satkar grande,19.187334199804056,72.95459482268585,Indian Restaurant
3724,Juillet,19.124921706865027,72.9325753691398,French Restaurant
3725,Ranjeet Chinese Pure Veg.,19.19068520298235,72.94451415538788,Chinese Restaurant
3726,Ramanjaney Restro Bar,19.123899250802527,72.92510051857494,Indian Restaurant
3727,New Punjabi Tadka,19.119232661362005,72.93617428768391,Indian Restaurant
3728,247 Park Cafeteria,19.121436111186245,72.92654821239395,Food Court
3729,Coffee day xpress,19.12001403033847,72.92726340450639,Café
3730,Mohini Vilas,19.115937181649382,72.92801896803878,Vegetarian / Vegan Restaurant
3731,Hotel twins,19.185460308728768,72.9750033813083,Indian Restaurant
3732,Tandoor corner,19.191636447142603,72.96830290547707,Indian Restaurant
3733,On The Go - mad Orders,19.11654937198202,72.9249159514013,Fast Food Restaurant
4006,Eva's Pizza,19.11413125812075,72.88759008466205,Fast Food Restaurant
4011,Mahesh Lunch Home,19.106865558109074,72.88454924140912,Seafood Restaurant
4012,Urban Tadka,19.103745255876124,72.88655205656417,Indian Restaurant
4014,Kailash Parbat,19.10586185218594,72.88530174357547,Indian Restaurant
4016,Persian Darbar,19.10961186785835,72.87576522184452,Indian Restaurant
4019,Saptami,19.103143749462117,72.88676353732752,Asian Restaurant
4022,Tao,19.121265243051287,72.87045748585278,Asian Restaurant
4023,Domino's Pizza,19.126,72.874,Pizza Place
4024,Uttam Da Dhaba,19.11607278429451,72.8798274272608,Indian Restaurant
4025,"Poptates,Sakinaka",19.10383211812407,72.88628112779102,Fast Food Restaurant
4027,McDonald's,19.106162451201143,72.88372993469238,Fast Food Restaurant
4029,sveda,19.102011585007126,72.88624022278839,Indian Restaurant
4127,PizzaExpress BKC,19.069460981035068,72.86934770956003,Pizza Place
4202,Pizza Etc,19.08247011630029,72.90852727276226,Pizza Place
4203,Domino's Pizza,19.085,72.909,Pizza Place
4205,Samrat Hotel,19.085411047053952,72.9080389882445,Indian Restaurant
4206,Exotic Flavours,19.083640467753703,72.90911762674956,Indian Restaurant
4209,Suraj Restaurant & Bar,19.13996861649297,72.93097198728785,Indian Restaurant
4210,Bikaner Sweets & Namkin,19.14401658475138,72.93832021457075,Fast Food Restaurant
4211,Bharat Cafe,19.085585587311183,72.907448357476,Indian Restaurant
4212,Mix Corn,19.144541289188965,72.93449595262759,Falafel Restaurant
4213,H5 Canteen,19.135185146587897,72.90988478380123,Asian Restaurant
4214,Meghdooth's Mystique Masala,19.079627226160028,72.9095049548338,Indian Restaurant
4217,"Khao galli, near TCS, opp tunga paradise, MIDC",19.150226702112427,72.95395468403477,Fast Food Restaurant
4218,Chai Tapri - Oberoi Estate Gardens,19.113268914900416,72.89376820201655,Café
4219,Mumbai Express,19.13426726441314,72.90128392827712,Café
4220,Fusion,19.13433588149521,72.90132478705748,Indian Restaurant
4240,Raj Restaurant & Bar,19.04567678635443,72.89503479121021,Indian Restaurant
4245,Sainath Kulcha,19.046079186859217,72.89730136773345,Indian Restaurant
4248,Vig Refreshment,19.045716243834743,72.89537162702575,Fast Food Restaurant
4257,Barista,19.05208967038006,72.90081048215892,Café
4271,Bhatt Vishranti Gruha,19.054093231491542,72.89426066453167,Fast Food Restaurant
4281,Domino's Pizza,19.053,72.9,Pizza Place
4285,Domino's Pizza,19.052,72.901,Pizza Place
4287,Busago,19.069057661705134,72.87024132614721,Thai Restaurant
4289,Hello Guppy,19.059342649091267,72.86471223817026,Japanese Restaurant
4290,Oriental Swing @ MCA,19.060699194407576,72.86589963137367,Chinese Restaurant
4291,Shree Ganesh Sagar,19.051031987872932,72.90432882052318,Indian Restaurant
4292,Tuskers,19.067460769707303,72.8693166979065,Indian Restaurant
4293,Jyran,19.06831526915627,72.86906455874589,Indian Restaurant
4298,Sion lunch home,19.045531221133896,72.86426640903933,Indian Restaurant
4300,McDonald's,19.072822,72.866768,Fast Food Restaurant
4305,O22,19.066447147928148,72.86722947753331,Café
4306,KFC,19.05218651161172,72.90143784560142,Fast Food Restaurant
4307,Dishkiyaoon,19.063736974737807,72.86210554655392,Diner
4308,Cafe Coffee Day,19.05294042171337,72.89900592135446,Café
4309,Aparna Lunch Home,19.045211681553926,72.86506731662769,Seafood Restaurant
4310,Pizza Hut,19.0759837,72.8776559,Pizza Place
4311,Domino's Pizza,19.03,72.867,Pizza Place
4312,King Chilly,19.078381544996166,72.86634994000326,Chinese Restaurant
4313,O22 Trident,19.066366021130715,72.86730033852396,Indian Restaurant
4316,McDonald's,19.0690342930627,72.90051003325276,Fast Food Restaurant
4317,Peninsula,19.04188050879237,72.86297410893258,Indian Restaurant
4318,Grilled House Kabab Corner,19.05904156924296,72.90099599402937,Indian Restaurant
4319,Noodle Bar,19.086635408873327,72.8898634665781,Chinese Restaurant
4395,Grub Shup,19.040679284461977,72.8461678108761,Café
4459,Hotel Saroj,19.056396342541625,72.89774103749866,Indian Restaurant
4462,The Golden Lawn,19.060151277037736,72.89697173184292,Indian Restaurant
4463,Sankalp,19.069034920420858,72.90051145611453,Indian Restaurant
4464,"Cafe Coffee Day, Deonar",19.044228986693565,72.91874094477424,Café
4468,China Bistro,19.04567276270593,72.91471125944274,Chinese Restaurant
4469,Lucky Restaurant & Banquets,19.052050208728573,72.9103959606414,Indian Restaurant
4470,McDonald's,19.052008560803607,72.90174266759074,Fast Food Restaurant
4471,Oye Kake,19.075152973091093,72.90518420669447,Indian Restaurant
4472,cafe coffee day,19.061513766081394,72.90042746942959,Café
4473,Oven Hot,19.05710137319132,72.89821565603656,Bakery
4475,Cafe Udipi,19.06151017752572,72.90067343031492,Indian Restaurant
4476,MAFCO,19.04117080652529,72.92619061553405,Fast Food Restaurant
4477,Stars Parade Resturant,19.0508219946724,72.89345958832494,Indian Restaurant
4478,Grand Central,19.06137370020115,72.90057508413668,Indian Restaurant
4479,Cafe Rumours,19.07749507220888,72.89907473909548,Fast Food Restaurant
4480,Domino's Pizza,19.054,72.895,Pizza Place
4481,Patel Juice Centre,19.062905207690967,72.89852137942411,Fast Food Restaurant
4482,Yogi,19.053935033922897,72.89531991711145,Indian Restaurant
4483,Krishna's Veg Restaurant,19.05392414022575,72.89381504058838,Fast Food Restaurant
4484,Singh Saab,19.050444109145744,72.89354658887576,Diner
4485,Vaishno Punjab,19.04513049043779,72.89321442766219,Indian Restaurant
4486,MAFCO Restaurant,19.065803190290435,72.89518724297817,Indian Restaurant
4487,Ankit Chinese Corner,19.052870967244225,72.89053783364292,Chinese Restaurant
4488,Utsav Veg. Restaurant,19.019727944405183,72.8981579723349,Indian Restaurant
4489,Ghatkopar Bakery,19.088770148209008,72.90776500175224,Bakery
4490,Rohini Resto And Bar,19.08028880517285,72.89590252874294,Restaurant
4491,Burgs,19.09381412036536,72.92295455932617,Burger Joint
4492,Bhatt's Ukala/Chai Corner,19.080732755854598,72.89617624989727,Restaurant
4499,Ladu Samrat,18.994526327955356,72.83657359834994,Maharashtrian Restaurant
